หลักทรัพย์,บริษัท,ตลาด,กลุ่มอุตสาหกรรม,หมวดธุรกิจ,ที่อยู่,รหัสไปรษณีย์,โทรศัพท์,โทรสาร,เว๊บไซต์
SUC,บริษัท สหยูเนี่ยน จำกัด (มหาชน),SET,สินค้าอุปโภคบริโภค,แฟชั่น,1828 ถนนสุขุมวิท แขวงพระโขนงใต้ เขตพระโขนง กทม.,10260,0-2311-5111-9,0-2311-6867,www.sahaunion.co.th
SUN,บริษัท ซันสวีท จำกัด (มหาชน),SET,เกษตรและอุตสาหกรรมอาหาร,อาหารและเครื่องดื่ม,9 หมู่ที่ 1 ตำบลทุ่งสะโตก อำเภอสันป่าตอง เชียงใหม่,50120,0-5310-6538-40,0-5310-6541,www.sunsweetthai.com
SUPER,บริษัท ซุปเปอร์ เอนเนอร์ยี คอร์เปอเรชั่น จำกัด (มหาชน),SET,ทรัพยากร,พลังงานและสาธารณูปโภค,223/61 อาคารคันทรี่ คอมเพล็กซ์ อาคารเอ ชั้น 14 ถนนสรรพาวุธ แขวงบางนา เขตบางนา กทม.,10260,0-2361-5599,0-2361-5036,www.supercorp.co.th
SUPEREIF,กองทุนรวมโครงสร้างพื้นฐานโรงไฟฟ้า ซุปเปอร์ เอนเนอร์ยี,SET,ทรัพยากร,พลังงานและสาธารณูปโภค,175 อาคารสาธรซิตี้ทาวเวอร์ ชั้น 7 ชั้น 21 และชั้น 26 ถนนสาทรใต้ แขวงทุ่งมหาเมฆ เขตสาทร กทม.,10120,0-2674-6488,0-2679-5996,http://www.bblam.co.th/
SUSCO,บริษัท ซัสโก้ จำกัด (มหาชน),SET,ทรัพยากร,พลังงานและสาธารณูปโภค,139 ถนนราษฎร์บูรณะ แขวงบางปะกอก เขตราษฎร์บูรณะ กทม.,10140,0-2428-0029,"0-2427-6270, 0-2427-6460",www.susco.co.th
SUTHA,บริษัท สุธากัญจน์ จำกัด (มหาชน),SET,สินค้าอุตสาหกรรม,ปิโตรเคมีและเคมีภัณฑ์,89 อาคารคอสโม ออฟฟิต พาร์ค ชั้น 6 ยูนิตเอช ถนนป๊อบปูล่า ตำบลบ้านใหม่ อำเภอปากเกร็ด นนทบุรี,11120,0-2017-7461-3,0-2017-7460,www.goldenlime.co.th
SVH,บริษัท สมิติเวช จำกัด (มหาชน),SET,บริการ,การแพทย์,133 ถนนสุขุมวิท 49 (ซอยกลาง) แขวงคลองตันเหนือ เขตวัฒนา กทม.,10110,"0-2392-0011, 0-2381-6807, 0-2711-8000, 0-2382-2000","0-2391-1290, 0-2381-3490",www.samitivejhospitals.com
SVI,บริษัท เอสวีไอ จำกัด (มหาชน),SET,เทคโนโลยี,ชิ้นส่วนอิเล็กทรอนิกส์,เลขที่ 141-142 หมู่ที่ 5 ถนนติวานนท์ ตำบลบางกะดี อำเภอเมือง ปทุมธานี,12000,0-2105-0456,0-2105-0466,www.svi.co.th
SVOA,บริษัท เอสวีโอเอ จำกัด (มหาชน),SET,เทคโนโลยี,เทคโนโลยีสารสนเทศและการสื่อสาร,เลขที่ 1023 อาคารเอ็ม เอส สยามทาวเวอร์ ชั้น 31 ถนนพระราม 3 แขวงช่องนนทรี เขตยานนาวา กทม.,10120,0-2686-3000,0-2682-6300,www.svoa.co.th
SWC,บริษัท เชอร์วู้ด คอร์ปอเรชั่น (ประเทศไทย) จำกัด (มหาชน),mai,สินค้าอุตสาหกรรม,-,1061-9 ถนนศรีนครินทร์ แขวงสวนหลวง เขตสวนหลวง กทม.,10250,0-2320-2288,0-2320-2670,www.sherwood.co.th
SYMC,บริษัท ซิมโฟนี่ คอมมูนิเคชั่น จำกัด (มหาชน),SET,เทคโนโลยี,เทคโนโลยีสารสนเทศและการสื่อสาร,123 ซันทาวเวอร์ส อาคารบี ชั้น 35-36 ถนนวิภาวดีรังสิต แขวงจอมพล เขตจตุจักร กทม.,10900,0-2101-1111,0-2101-1133,www.symphony.net.th
SYNEX,บริษัท ซินเน็ค (ประเทศไทย) จำกัด (มหาชน),SET,เทคโนโลยี,เทคโนโลยีสารสนเทศและการสื่อสาร,เลขที่ 433 ถนนสุคนธสวัสดิ์ แขวงลาดพร้าว เขตลาดพร้าว กทม.,10230,0-2553-8888,0-2578-8181,http://www.synnex.co.th
SYNTEC,บริษัท ซินเท็ค คอนสตรัคชั่น จำกัด (มหาชน),SET,อสังหาริมทรัพย์และก่อสร้าง,บริการรับเหมาก่อสร้าง,555/7-11 ซอยสุขุมวิท 63 (เอกมัย) ถนนสุขุมวิท 63 แขวงคลองตันเหนือ เขตวัฒนา กทม.,10110,0-2381-6333,0-2711-5183,www.synteccon.com
T,บริษัท ที เอ็นจิเนียร์ริ่ง คอร์เปอร์เรชั่น จำกัด (มหาชน),mai,อสังหาริมทรัพย์และก่อสร้าง,-,"เลขที่ 242,244 ถนนกรุงธนบุรี แขวงคลองต้นไทร เขตคลองสาน กทม.",10600,0-2018-7198,0-2018-7199,www.t-pcl.com
TACC,บริษัท ที.เอ.ซี. คอนซูเมอร์ จำกัด (มหาชน),mai,เกษตรและอุตสาหกรรมอาหาร,-,9/231-233 อาคารยูเอ็มทาวเวอร์ ชัน 23 ถนนรามคำแหง แขวงสวนหลวง เขตสวนหลวง กทม.,10250,0-2717-2898,0-2717-2899,www.tacconsumer.com
TAE,บริษัท ไทย อะโกร เอ็นเนอร์ยี่ จำกัด (มหาชน),SET,ทรัพยากร,พลังงานและสาธารณูปโภค,888/114 อาคารมหาทุนพลาซ่า ชั้น 11 ถนนเพลินจิต แขวงลุมพินี เขตปทุมวัน กทม.,10330,0-2627-3890-4,0-2627-3889,www.thaiagroenergy.com
TAKUNI,บริษัท ทาคูนิ กรุ๊ป จำกัด (มหาชน),mai,ทรัพยากร,-,140/1 ซอยนาวีเจริญทรัพย์ ถนนกาญจนาภิเษก แขวงบางแค เขตบางแค กทม.,10160,0-2455-2888,0-2455-2763,www.takunigroup.com
TAPAC,บริษัท ทาพาโก้ จำกัด (มหาชน),mai,อสังหาริมทรัพย์และก่อสร้าง,-,789/40 หมู่ 1 ตำบลหนองขาม อำเภอศรีราชา ชลบุรี,20230,0-3829-6339-41,0-3829-6342,www.tapaco.com
TASCO,บริษัท ทิปโก้แอสฟัลท์ จำกัด (มหาชน),SET,อสังหาริมทรัพย์และก่อสร้าง,วัสดุก่อสร้าง,118/1 ถนนพระราม 6 แขวงพญาไท เขตพญาไท กทม.,10400,0-2273-6000,0-2273-6030,http://www.tipcoasphalt.com
TBSP,บริษัท ทีบีเอสพี จำกัด (มหาชน),SET,บริการ,สื่อและสิ่งพิมพ์,41/1 ซอยวัดสวนส้ม ถนนปู่เจ้าสมิงพราย ตำบลสำโรงใต้ อำเภอพระประแดง สมุทรปราการ,10130,"0-2394-4374-5, 0-2754-2650",0-2384-0917,www.tbsp.co.th
TC,บริษัท ทรอปิคอลแคนนิ่ง (ประเทศไทย) จำกัด (มหาชน),SET,เกษตรและอุตสาหกรรมอาหาร,อาหารและเครื่องดื่ม,1/1 หมู่ 2 ถนนกาญจนวนิช ตำบลทุ่งใหญ่ อำเภอหาดใหญ่ สงขลา,90110,0-7427-3600,0-7427-3691-4,www.tropical.co.th
TCAP,บริษัท ทุนธนชาต จำกัด (มหาชน),SET,ธุรกิจการเงิน,ธนาคาร,444 อาคารเอ็มบีเค ทาวเวอร์ ชั้น 16-17 ถนนพญาไท แขวงวังใหม่ เขตปทุมวัน กทม.,10330,"0-2217-8000, 0-2217-8199, 0-2217-8444",0-2217-8312,www.thanachart.co.th
TCC,บริษัท ไทย แคปปิตอล คอร์ปอเรชั่น จำกัด (มหาชน),SET,ทรัพยากร,พลังงานและสาธารณูปโภค,87/2 อาคารซีอาร์ซีทาวเวอร์ ชั้น 45 ออลซีซั่นส์เพลส ถนนวิทยุ แขวงลุมพินี เขตปทุมวัน กทม.,10330,0-2685-3600,0-2685-3607,www.thaicapital.co.th
TCCC,บริษัท ไทยเซ็นทรัลเคมี จำกัด (มหาชน),SET,สินค้าอุตสาหกรรม,ปิโตรเคมีและเคมีภัณฑ์,"801-806, 809-810 ชั้น 8 มิตรทาวน์ ออฟฟิศ ทาวเวอร์ 944 ถนนพระราม 4 แขวงวังใหม่ เขตปทุมวัน กทม.",10330,0-2639-8888,0-2639-8999,www.tcccthai.com
TCJ,บริษัท ที.ซี.เจ.เอเซีย จำกัด (มหาชน),SET,สินค้าอุตสาหกรรม,วัสดุอุตสาหกรรมและเครื่องจักร,3/4 หมู่ 9 ถนนบางนา- ตราด กม 18 ตำบลบางโฉลง อำเภอบางพลี สมุทรปราการ,10540,0-2312-6699,0-2312-6711,www.tcjasia.com
TCMC,บริษัท ทีซีเอ็ม คอร์ปอเรชั่น จำกัด (มหาชน),SET,สินค้าอุปโภคบริโภค,ของใช้ในครัวเรือนและสำนักงาน,เลขที่ 2044/24 ถนนเพชรบุรีตัดใหม่ แขวงบางกะปิ เขตห้วยขวาง กทม.,10310,0-2318-3960-2,0-2318-3962,www.tcm-corporation.com
TCOAT,บริษัท อุตสาหกรรมผ้าเคลือบพลาสติกไทย จำกัด (มหาชน),SET,สินค้าอุตสาหกรรม,บรรจุภัณฑ์,99/9 หมู่ 8 ถนนสาย 304 ตำบลหนองโพรง อำเภอศรีมหาโพธิ ปราจีนบุรี,25140,0-2464-3260-6,0-2463-5845,-
TEAM,บริษัท ทีมพรีซิชั่น จำกัด (มหาชน),SET,เทคโนโลยี,ชิ้นส่วนอิเล็กทรอนิกส์,198 หมู่ 13 ถนนสุวรรณศร ตำบลดงขี้เหล็ก อำเภอเมือง ปราจีนบุรี,25000,0-3740-3336-40,0-3740-3345,www.teampcba.com
TEAMG,บริษัท ทีม คอนซัลติ้ง เอนจิเนียริ่ง แอนด์ แมเนจเมนท์ จำกัด (มหาชน),SET,อสังหาริมทรัพย์และก่อสร้าง,บริการรับเหมาก่อสร้าง,151 ถนนนวลจันทร์ แขวงนวลจันทร์ เขตบึงกุ่ม กทม.,10230,0-2509-9000,0-2509-9090,www.teamgroup.co.th
TFFIF,กองทุนรวมโครงสร้างพื้นฐานเพื่ออนาคตประเทศไทย,SET,บริการ,ขนส่งและโลจิสติกส์,เลขที่ 1 อาคารเอ็มไพร์ทาวเวอร์ ชั้น 32 ถนนสาทรใต้ แขวงยานนาวา เขตสาทร กทม.,10120,0-2686-6100,0-2670-0430,www.tffif.com
TFG,บริษัท ไทยฟู้ดส์ กรุ๊ป จำกัด (มหาชน),SET,เกษตรและอุตสาหกรรมอาหาร,อาหารและเครื่องดื่ม,เลขที่ 1010 อาคารชินวัตรทาวเวอร์ 3 ชั้น 12 ถนนวิภาวดีรังสิต แขวงจตุจักร เขตจตุจักร กทม.,10900,0-2513-8989,0-2513-9060,www.tfg.co.th
TFI,บริษัท ไทยฟิล์มอินดัสตรี่ จำกัด (มหาชน),SET,สินค้าอุตสาหกรรม,บรรจุภัณฑ์,73/3 หมู่ 4 ถนนบางนา-ตราด ก.ม.13 ตำบลบางโฉลง อำเภอบางพลี สมุทรปราการ,10540,"0-2316-9558 , 0-2750-1350-67",0-2316-96870-2316-6225,www.thaifilmind.com
TFMAMA,บริษัท ไทยเพรซิเดนท์ฟูดส์ จำกัด (มหาชน),SET,เกษตรและอุตสาหกรรมอาหาร,อาหารและเครื่องดื่ม,304 ถนนศรีนครินทร์ แขวงหัวหมาก เขตบางกะปิ กทม.,10240,0-2374-4730,0-2374-7743,http://www.mama.co.th
TGH,บริษัท เครือไทย โฮลดิ้งส์ จำกัด (มหาชน),SET,ธุรกิจการเงิน,ประกันภัยและประกันชีวิต,315 อาคารอาคเนย์ ชั้น 12 ถนนสีลม แขวงสีลม เขตบางรัก กทม.,10500,0-2631-1311,-,https://www.tgh.co.th
TGPRO,บริษัท ไทย-เยอรมัน โปรดักส์ จำกัด (มหาชน),SET,สินค้าอุตสาหกรรม,เหล็ก และ ผลิตภัณฑ์โลหะ,99 ถนนห้วยโป่ง-หนองบอน ตำบลห้วยโป่ง อำเภอเมือง ระยอง,21150,0-3860-6061-5,0-3860-6066,www.tgpro.co.th
TH,บริษัท ตงฮั้ว โฮลดิ้ง จำกัด (มหาชน),SET,บริการ,สื่อและสิ่งพิมพ์,877-881 ถนนเจริญกรุง แขวงตลาดน้อย เขตสัมพันธวงศ์ กทม.,10100,0-2236-9171-6,0-2238-5286,www.thaizhonghua.com
THAI,บริษัท การบินไทย จำกัด (มหาชน),SET,บริการ,ขนส่งและโลจิสติกส์,89 ถนนวิภาวดีรังสิต แขวงจอมพล เขตจตุจักร กทม.,10900,"0-2545-1000, 0-2025-1000",0-2513-0203,http://www.thaiairways.com
THANA,บริษัท ธนาสิริ กรุ๊ป จำกัด (มหาชน),mai,อสังหาริมทรัพย์และก่อสร้าง,-,"650, 652 ถนนบรมราชชนนี แขวงบางบำหรุ เขตบางพลัด กทม.",10700,0-2886-4888,0-2886-4878,http://www.thanasiri.com
THANI,บริษัท ราชธานีลิสซิ่ง จำกัด (มหาชน),SET,ธุรกิจการเงิน,เงินทุนและหลักทรัพย์,"อาคารสินสาธรทาวเวอร์ ชั้น 11 UP, 77/35-36 ถนนกรุงธนบุรี แขวงคลองต้นไทร เขตคลองสาน กทม.",10600,0-2440-0844,0-2440-0848,www.ratchthani.com
THCOM,บริษัท ไทยคม จำกัด (มหาชน),SET,เทคโนโลยี,เทคโนโลยีสารสนเทศและการสื่อสาร,41/103 ถนนรัตนาธิเบศร์ นนทบุรี,11000,0-2591-0736-49,"0-2591-0705, 0-2299-5252",www.thaicom.net
THE,บริษัท เดอะ สตีล จำกัด (มหาชน),SET,สินค้าอุตสาหกรรม,เหล็ก และ ผลิตภัณฑ์โลหะ,1401 ถนนเอกชัย แขวงบางบอนใต้ เขตบางบอน กทม.,10150,0-2894-8889-90,0-2408-0272-4,www.thesteel.co.th
THG,บริษัท ธนบุรี เฮลท์แคร์ กรุ๊ป จำกัด (มหาชน),SET,บริการ,การแพทย์,34/1 ซอยอิสรภาพ 44 บ้านช่างหล่อ บางกอกน้อย กทม.,10700,0-2487-2000,0-2159-0336,http://www.thg.co.th/
THIP,บริษัท ทานตะวันอุตสาหกรรม จำกัด (มหาชน),SET,สินค้าอุตสาหกรรม,บรรจุภัณฑ์,123 ถนนวิภาวดีรังสิต เขตจตุจักร กทม.,10900,0-2273-8333,0-2617-6868-70,www.thantawan.com
THL,บริษัท ทุ่งคาฮาเบอร์ จำกัด (มหาชน),SET,ทรัพยากร,เหมืองแร่,"อาคารสำนักงานเมืองไทย-ภัทร อาคาร1 ชั้น 7, 252/11 ถนนรัชดาภิเษก เขตห้วยขวาง กทม.",10320,0-2695-4912-28,0-2695-4901,www.tongkahharbour.com
THMUI,บริษัท ไทยมุ้ย คอร์ปอเรชั่น จำกัด (มหาชน),mai,บริการ,-,759 ถนนเจริญกรุง แขวงตลาดน้อย เขตสัมพันธวงศ์ กทม.,10100,0-2235-2940-9,"0-2236-8336, 0-2639-4022",www.thaimui.co.th
THRE,บริษัท ไทยรับประกันภัยต่อ จำกัด (มหาชน),SET,ธุรกิจการเงิน,ประกันภัยและประกันชีวิต,48/22-24 ซอยรัชดาภิเษก 20 ถนนรัชดาภิเษก แขวงสามเสนนอก เขตห้วยขวาง กทม.,10310,"0-2660-6111, 0-2290-3111","0-2660-6100, 0-2290-3100",www.thaire.co.th
THREL,บริษัท ไทยรีประกันชีวิต จำกัด (มหาชน),SET,ธุรกิจการเงิน,ประกันภัยและประกันชีวิต,เลขที่ 48/15 ซอยรัชดาภิเษก 20 ถนนรัชดาภิเษก แขวงสามเสนนอก เขตห้วยขวาง กทม.,10310,0-2666-9000,0-2277-6227,www.thairelife.co.th
TIDLOR,บริษัท เงินติดล้อ จำกัด (มหาชน),SET,ธุรกิจการเงิน,เงินทุนและหลักทรัพย์,428 อาคารอารีย์ ฮิลล์ ชั้น 11 ถนนพหลโยธิน แขวงสามเสนใน เขตพญาไท กทม.,10400,08-8088-0880,-,http://www.ngerntidlor.com/th/home.html
TIF1,กองทุนรวมอสังหาริมทรัพย์ไทยอินดัสเตรียล 1,SET,อสังหาริมทรัพย์และก่อสร้าง,กองทุนรวมอสังหาริมทรัพย์และกองทรัสต์เพื่อการลงทุนในอสังหาริมทรัพย์,"เลขที่ 989 อาคารสยามพิวรรธน์ทาวเวอร์ ชั้น 9, 24 ถนนพระราม 1 เขตปทุมวัน กทม.",10330,0-2659-8888,0-2659-8860-1,-
TIGER,บริษัท ไทย อิงเกอร์ โฮลดิ้ง จำกัด (มหาชน),mai,อสังหาริมทรัพย์และก่อสร้าง,-,88 หมู่ที่ 4 ตำบลบางสีทอง อำเภอบางกรวย นนทบุรี,11130,0-2886-7608,0-2886-7609,www.thaienger.com
TIP,บริษัท ทิพยประกันภัย จำกัด (มหาชน),SET,ธุรกิจการเงิน,ประกันภัยและประกันชีวิต,เลขที่ 1115 ถนนพระราม 3 แขวงช่องนนทรี เขตยานนาวา กทม.,10120,0-2239-2200,0-2239-2049,www.dhipaya.co.th
TIPCO,บริษัท ทิปโก้ฟูดส์ จำกัด (มหาชน),SET,เกษตรและอุตสาหกรรมอาหาร,อาหารและเครื่องดื่ม,118/1 ถนนพระราม 6 แขวงพญาไท เขตพญาไท กทม.,10400,0-273-6200,0-2271-43040-2271-1600,http://www.tipco.net
TISCO,บริษัท ทิสโก้ไฟแนนเชียลกรุ๊ป จำกัด (มหาชน),SET,ธุรกิจการเงิน,ธนาคาร,48/49 อาคารทิสโก้ทาวเวอร์ ชั้น 21 ถนนสาทรเหนือ แขวงสีลม เขตบางรัก กทม.,10500,0-2633-6888,0-2633-6880,http://www.tisco.co.th
TITLE,บริษัท ร่มโพธิ์ พร็อพเพอร์ตี้ จำกัด (มหาชน),mai,อสังหาริมทรัพย์และก่อสร้าง,-,เลขที่ 53 ถนนสุคนธสวัสดิ์ แขวงลาดพร้าว เขตลาดพร้าว กทม.,10230,0-2907-8140-2,0-2907-8144,www.rhombho.co.th
TK,บริษัท ฐิติกร จำกัด (มหาชน),SET,ธุรกิจการเงิน,เงินทุนและหลักทรัพย์,69 ถนนรามคำแหง แขวงหัวหมาก เขตบางกะปิ กทม.,10240,0-2310-7000,0-2318-3339,www.tk.co.th
TKN,บริษัท เถ้าแก่น้อย ฟู๊ดแอนด์มาร์เก็ตติ้ง จำกัด (มหาชน),SET,เกษตรและอุตสาหกรรมอาหาร,อาหารและเครื่องดื่ม,337 ถนนบอนด์สตรีท ตำบลบางพูด อำเภอปากเกร็ด นนทบุรี,11120,0-2984-0666,0-2984-0118,www.taokaenoi.co.th
TKS,บริษัท ที.เค.เอส. เทคโนโลยี จำกัด (มหาชน),SET,บริการ,สื่อและสิ่งพิมพ์,30/88 หมู่ 1 ถนนเจษฎาวิถี ตำบลโคกขาม อำเภอเมือง สมุทรสาคร,74000,0-2784-5888 (50 คู่สาย),"0-2784-5858, 0-2784-5860",http://www.tks.co.th
TKT,บริษัท ที.กรุงไทยอุตสาหกรรม จำกัด (มหาชน),SET,สินค้าอุตสาหกรรม,ยานยนต์,23 ซอยจันทน์ 43 แยก 21 แขวงทุ่งวัดดอน เขตสาทร กทม.,10120,"0-2211-2762, 0-2211-3732, 0-2212-4719",0-2212-4864,www.tkrungthai.com
TLHPF,กองทุนรวมอสังหาริมทรัพย์ ไทยแลนด์ โฮสพีทาลิตี้,SET,อสังหาริมทรัพย์และก่อสร้าง,กองทุนรวมอสังหาริมทรัพย์และกองทรัสต์เพื่อการลงทุนในอสังหาริมทรัพย์,"เลขที่ 989 อาคารสยามพิวรรธน์ทาวเวอร์ ชั้น 9, 24 ถนนพระราม 1 เขตปทุมวัน กทม.",10330,0-2659-8888,0-2659-8860-1,www.one-asset.com
TM,บริษัท เทคโนเมดิคัล จำกัด (มหาชน),mai,สินค้าอุปโภคบริโภค,-,เลขที่ 29 ซอยลาดพร้าว 92 แขวงพลับพลา เขตวังทองหลาง กทม.,10310,"0-2933-6112, 0-2933-6119",0-2933-9763,www.technomedical.co.th
TMC,บริษัท ที.เอ็ม.ซี. อุตสาหกรรม จำกัด (มหาชน),mai,สินค้าอุตสาหกรรม,-,125/10 หมู่5 ต.บ้านสวน อ.เมือง ชลบุรี,20000,0-3827-1933,0-3827-1931,www.tmc.co.th
TMD,บริษัท อุตสาหกรรมถังโลหะไทย จำกัด (มหาชน),SET,สินค้าอุตสาหกรรม,บรรจุภัณฑ์,"อาคารเลครัชดา ออฟฟิศ คอมเพล็กซ์ ชั้น 35, 193/142 ถนนรัชดาภิเษก แขวงคลองเตย เขตคลองเตย กทม.",10110,0-2264-0817-9,0-2264-0820,www.thaimetaldrum.com
TMI,บริษัท ธีระมงคล อุตสาหกรรม จำกัด (มหาชน),mai,สินค้าอุตสาหกรรม,-,46/67 - 69 ซอยมั่งมีทรัพย์ หมู่ที่ 3 ถนนเลียบคลองสี่วาพาสวัสดิ์ ตำบลคอกกระบือ อำเภอเมือง สมุทรสาคร,74000,0-3485-4629,0-3485-4630,www.thaiballast.com
TMILL,บริษัท ที เอส ฟลาวมิลล์ จำกัด (มหาชน),mai,เกษตรและอุตสาหกรรมอาหาร,-,90/9 หมู่ 1 ถ.ปู่เจ้าสมิงพราย ต.สำโรงกลาง อ.พระประแดง สมุทรปราการ,10130,0-2017-9999,0-2017-9999 ต่อ 111 หรือ 222,www.tmill.co.th
TMT,บริษัท ทีเอ็มที สตีล จำกัด (มหาชน),SET,สินค้าอุตสาหกรรม,เหล็ก และ ผลิตภัณฑ์โลหะ,"อาคารบางกอกซิตี้ทาวเวอร์ ชั้น 22, 179 ถนนสาทรใต้ แขวงทุ่งมหาเมฆ เขตสาทร กทม.",10120,0-2685-4000,0-2670-9090-2,www.tmtsteel.co.th
TMW,บริษัท ไทยมิตซูวา จำกัด (มหาชน),mai,สินค้าอุตสาหกรรม,-,31 หมู่ที่ 2 ถนนลาดหลุมแก้ว อำเภอเมือง ปทุมธานี,12000,"0-2581-5558-60, 0-2581-2157-61","0-2581-6160, 0-2581-3796",http://www.thaimitsuwa.com
TNDT,บริษัท ไทย เอ็น ดี ที จำกัด (มหาชน),mai,บริการ,-,19 ซอยสวนสน 8 ถนนรามคำแหง แขวงหัวหมาก เขตบางกะปิ กทม.,10240,0-2735-0801,0-2735-1941,www.tndt.co.th
TNH,บริษัท โรงพยาบาลไทยนครินทร์ จำกัด (มหาชน),mai,บริการ,-,เลขที่ 345 ถนนเทพรัตน แขวงบางนาเหนือ เขตบางนา กทม.,10260,"0-2340-6488, 0-2340-6499, 0-2340-7777",0-2340-6431,www.thainakarin.co.th
TNITY,บริษัท ทรีนีตี้ วัฒนา จำกัด (มหาชน),SET,ธุรกิจการเงิน,เงินทุนและหลักทรัพย์,"อาคารบางกอกซิตี้ทาวเวอร์ ชั้น 26, 179/111 ถนนสาทรใต้ แขวงทุ่งมหาเมฆ เขตสาทร กทม.",10120,0-2801-9100,0-2343-9690,www.trinitythai.com
TNL,บริษัท ธนูลักษณ์ จำกัด (มหาชน),SET,สินค้าอุปโภคบริโภค,แฟชั่น,129/1 ถนนช่องนนทรี แขวงช่องนนทรี เขตยานนาวา กทม.,10120,"0-2295-0911-9, 0-2295-4171-80, 0-2681-3441-50","0-2294-5101, 0-2294-5918",www.thanulux.com
TNP,บริษัท ธนพิริยะ จำกัด (มหาชน),mai,บริการ,-,เลขที่ 329 หมู่ 8 ตำบลบ้านดู่ อำเภอเมืองเชียงราย เชียงราย,57100,0-5377-6144,-,www.thanapiriya.co.th
TNPC,บริษัท ไทยนามพลาสติกส์ จำกัด (มหาชน),SET,สินค้าอุตสาหกรรม,ยานยนต์,40 หมู่ 7 ถนนเพชรเกษม กม.23 ตำบลอ้อมน้อย อำเภอกระทุ่มแบน สมุทรสาคร,74130,"0-2810-3000, 0-2420-9968-74","0-2810-3933, 0-2420-1827, 0-2420-9967",www.thainam.com
TNPF,กองทุนรวมอสังหาริมทรัพย์และสิทธิการเช่าตรีนิตี้,SET,อสังหาริมทรัพย์และก่อสร้าง,กองทุนรวมอสังหาริมทรัพย์และกองทรัสต์เพื่อการลงทุนในอสังหาริมทรัพย์,44 อาคารซีไอเอ็มบี ไทย ชั้น 16 ถนนหลังสวน แขวงลุมพินี เขตปทุมวัน กทม.,10330,0-2686-9500,0-2657-3167,www.cimb-principal.co.th
TNR,บริษัท ไทยนิปปอนรับเบอร์อินดัสตรี้ จำกัด (มหาชน),SET,สินค้าอุปโภคบริโภค,ของใช้ส่วนตัวและเวชภัณฑ์,เลขที่ 1 ถนนเจริญราษฎร์ แขวงทุ่งวัดดอน เขตสาทร กทม.,10120,0-2210-8888,0-2210-8821,www.tnrcondom.com
TOA,บริษัท ทีโอเอ เพ้นท์ (ประเทศไทย) จำกัด (มหาชน),SET,อสังหาริมทรัพย์และก่อสร้าง,วัสดุก่อสร้าง,31/2 หมู่ 3 ถนนบางนา-ตราด ตำบลบางเสาธง อำเภอบางเสาธง สมุทรปราการ,10570,0-2335-5555,0-2312-8919,www.toagroup.com
TOG,บริษัท ไทยออพติคอล กรุ๊ป จำกัด (มหาชน),SET,สินค้าอุปโภคบริโภค,ของใช้ส่วนตัวและเวชภัณฑ์,15/5 หมู่ 6 ถนนบางบัวทอง-สุพรรณบุรี ตำบลละหาร อำเภอบางบัวทอง นนทบุรี,11110,0-2440-0506-7,0-2862-0705,http://www.thaiopticalgroup.com
TOP,บริษัท ไทยออยล์ จำกัด (มหาชน),SET,ทรัพยากร,พลังงานและสาธารณูปโภค,เลขที่ 555/1 ศูนย์เอนเนอร์ยี่ คอมเพล็กซ์ อาคารเอ ชั้น 11 ถนนวิภาวดีรังสิต แขวงจตุจักร เขตจตุจักร กทม.,10900,"0-2797-2999, 0-2299-0000",0-2797-2970,www.thaioilgroup.com
TOPP,บริษัท ไทย โอ.พี.พี. จำกัด (มหาชน),SET,สินค้าอุตสาหกรรม,บรรจุภัณฑ์,1741 ถนนจันทน์ แขวงทุ่งมหาเมฆ เขตสาทร กทม.,10120,"0-2678-1051-5, 0-2285-4940","0-2285-4991, 0-2285-4942",www.topp.co.th
TPA,บริษัท ไทยโพลีอะคริลิค จำกัด (มหาชน),SET,สินค้าอุตสาหกรรม,ปิโตรเคมีและเคมีภัณฑ์,60-61 หมู่ 9 ถนนพุทธมณฑลสาย 4 ตำบลกระทุ่มล้ม อำเภอสามพราน นครปฐม,73220,"0-2429-2020, 0-2429-2487-8, 0-2889-8720-5","0-2429-2541, 0-2429-2534, 0-2888-5951",http://www.thaipolyacrylic.com
TPAC,บริษัท พลาสติค และหีบห่อไทย จำกัด (มหาชน),mai,สินค้าอุตสาหกรรม,-,77 ซอยเทียนทะเล 30 ถนนบางขุนเทียน-ชายทะเล แขวงท่าข้าม เขตบางขุนเทียน กทม.,10150,0-2897-2250-1,0-2897-2426,www.thaiplaspac.com
TPBI,บริษัท ทีพีบีไอ จำกัด (มหาชน),SET,สินค้าอุตสาหกรรม,บรรจุภัณฑ์,42/174 หมู่ที่ 5 ซอยศรีเสถียรนิเวศน์ ถนนเพชรเกษม ตำบลไร่ขิง อำเภอสามพราน นครปฐม,73210,0-2429-0354-7,"0-2429-0358, 0-2812-5030",www.tpbigroup.com
TPCH,บริษัท ทีพีซี เพาเวอร์โฮลดิ้ง จำกัด (มหาชน),mai,ทรัพยากร,-,4/2 ซอยประเสริฐมนูกิจ 29 แยก 8 ถนนประเสริฐมนูกิจ แขวงจรเข้บัว เขตลาดพร้าว กทม.,10230,0-2943-2935-6,-,http://www.tpcpower.co.th
TPCS,บริษัท ทีพีซีเอส จำกัด (มหาชน),SET,สินค้าอุตสาหกรรม,วัสดุอุตสาหกรรมและเครื่องจักร,เลขที่ 489 ถนนพระรามที่ 3 แขวงบางโคล่ เขตบางคอแหลม กทม.,10120,0-2294-0071,-,www.tpcorp.co.th
